operationType,recordedAtNanos,latencyNanos,quorumCheckOnRead,leaseEnabled,deferCommitEnabled,inheritLeaseEnabled
write,1738554486734804974,8297346,False,True,False,False
write,1738554486743102756,8025399,False,True,False,False
write,1738554486751128766,9302501,False,True,False,False
write,1738554486760431888,6998085,False,True,False,False
write,1738554486767430253,8649888,False,True,False,False
write,1738554486776080429,7022491,False,True,False,False
write,1738554486783103206,8275192,False,True,False,False
write,1738554486791378594,7901279,False,True,False,False
write,1738554486799280157,8076373,False,True,False,False
write,1738554486807356704,7423902,False,True,False,False
write,1738554483808944311,18033427,False,True,False,False
write,1738554483826978299,8464960,False,True,False,False
write,1738554483835443731,8154571,False,True,False,False
write,1738554483843598750,8379527,False,True,False,False
write,1738554483851978660,7118860,False,True,False,False
write,1738554483859097902,7160319,False,True,False,False
write,1738554483866258510,7645551,False,True,False,False
write,1738554483873904239,7047998,False,True,False,False
write,1738554483880952423,8410459,False,True,False,False
write,1738554483889363608,6802668,False,True,False,False
write,1738554483896166605,8414116,False,True,False,False
write,1738554483904581140,7716541,False,True,False,False
write,1738554483912298105,8200069,False,True,False,False
write,1738554483920498511,7517142,False,True,False,False
write,1738554483928016022,8344593,False,True,False,False
write,1738554483936360941,7443710,False,True,False,False
write,1738554483943805054,6932828,False,True,False,False
write,1738554483950738905,7950473,False,True,False,False
write,1738554483958689679,7133726,False,True,False,False
write,1738554483965823833,9226449,False,True,False,False
write,1738554483975050727,8131107,False,True,False,False
write,1738554483983182207,12861536,False,True,False,False
write,1738554483996044446,5156854,False,True,False,False
write,1738554484001201694,6663096,False,True,False,False
write,1738554484007865234,7289516,False,True,False,False
write,1738554484015155043,6810576,False,True,False,False
write,1738554484021965955,7999812,False,True,False,False
write,1738554484029966066,8573300,False,True,False,False
write,1738554484038539718,8616788,False,True,False,False
write,1738554484047156729,8808873,False,True,False,False
write,1738554484055965999,8230056,False,True,False,False
write,1738554484064196329,7055606,False,True,False,False
write,1738554484071252311,7821144,False,True,False,False
write,1738554484079074211,7783350,False,True,False,False
write,1738554484086857799,10246762,False,True,False,False
write,1738554484097104867,9930064,False,True,False,False
write,1738554484107035247,9719128,False,True,False,False
write,1738554484116754702,9255752,False,True,False,False
write,1738554484126010956,7351571,False,True,False,False
write,1738554484133363252,9839136,False,True,False,False
write,1738554484143202743,9226177,False,True,False,False
write,1738554484152429249,6047426,False,True,False,False
write,1738554484158477199,8025596,False,True,False,False
write,1738554484166503138,7335198,False,True,False,False
write,1738554484173838739,7941895,False,True,False,False
write,1738554484181781039,7508527,False,True,False,False
write,1738554484189289957,6909826,False,True,False,False
write,1738554484196200078,8238969,False,True,False,False
write,1738554484204439553,10370668,False,True,False,False
write,1738554484214810408,6572438,False,True,False,False
write,1738554484221383248,7132078,False,True,False,False
write,1738554484228515534,7092555,False,True,False,False
write,1738554484235608448,7198725,False,True,False,False
write,1738554484242807467,7458878,False,True,False,False
write,1738554484250266703,10183351,False,True,False,False
write,1738554484260450463,8738308,False,True,False,False
write,1738554484269188994,9500662,False,True,False,False
write,1738554484278689971,8701943,False,True,False,False
write,1738554484287392164,8574472,False,True,False,False
write,1738554484295966943,8234856,False,True,False,False
write,1738554484304202093,1026958415,False,True,False,False
write,1738554485331160712,7862154,False,True,False,False
write,1738554485339023176,9570264,False,True,False,False
write,1738554485348593658,8285433,False,True,False,False
write,1738554485356879536,6228912,False,True,False,False
write,1738554485363109405,7628577,False,True,False,False
write,1738554485370738202,10180115,False,True,False,False
write,1738554485380918546,7447096,False,True,False,False
write,1738554485388365915,7181864,False,True,False,False
write,1738554485395548056,7982436,False,True,False,False
write,1738554485403530708,7110338,False,True,False,False
write,1738554485410641286,8024281,False,True,False,False
write,1738554485418665829,10141918,False,True,False,False
write,1738554485428808174,9066090,False,True,False,False
write,1738554485437874483,7539908,False,True,False,False
write,1738554485445414769,6478130,False,True,False,False
write,1738554485451893138,8940464,False,True,False,False
write,1738554485460833981,7649024,False,True,False,False
write,1738554485468483332,6820651,False,True,False,False
write,1738554485475304302,8359464,False,True,False,False
write,1738554485483664241,7105943,False,True,False,False
write,1738554485490770532,6781264,False,True,False,False
write,1738554485497552125,9150397,False,True,False,False
write,1738554485506702805,6741868,False,True,False,False
write,1738554485513445117,7715549,False,True,False,False
write,1738554485521160961,7355755,False,True,False,False
write,1738554485528517005,8381806,False,True,False,False
write,1738554485536899068,7326234,False,True,False,False
write,1738554485544225510,7285831,False,True,False,False
write,1738554485551511507,7765780,False,True,False,False
write,1738554485559277485,8102336,False,True,False,False
write,1738554485567380038,8436532,False,True,False,False
write,1738554485575816854,7612222,False,True,False,False
write,1738554485583429489,7140293,False,True,False,False
write,1738554485590570105,7845762,False,True,False,False
write,1738554485598416104,8103829,False,True,False,False
write,1738554485606520134,7400025,False,True,False,False
write,1738554485613920402,8369682,False,True,False,False
write,1738554485622290408,8288085,False,True,False,False
write,1738554485630578769,6934520,False,True,False,False
write,1738554485637513563,8336066,False,True,False,False
write,1738554485645849995,8303230,False,True,False,False
write,1738554485654153445,8807215,False,True,False,False
write,1738554485662960914,7501928,False,True,False,False
write,1738554485670463265,7563840,False,True,False,False
write,1738554485678027551,7963804,False,True,False,False
write,1738554485685991707,7229980,False,True,False,False
write,1738554485693222037,8109111,False,True,False,False
write,1738554485701331394,7428687,False,True,False,False
write,1738554485708760411,7774890,False,True,False,False
write,1738554485716535590,7140578,False,True,False,False
write,1738554485723676489,7117022,False,True,False,False
write,1738554485730793951,7941002,False,True,False,False
write,1738554485738735314,7513658,False,True,False,False
write,1738554485746249249,7441389,False,True,False,False
write,1738554485753691131,7054353,False,True,False,False
write,1738554485760746084,8172251,False,True,False,False
write,1738554485768918613,7756960,False,True,False,False
write,1738554485776675761,8577815,False,True,False,False
write,1738554485785253752,6550184,False,True,False,False
write,1738554485791804160,8091282,False,True,False,False
write,1738554485799895796,6948919,False,True,False,False
write,1738554485806844928,7464073,False,True,False,False
write,1738554485814309416,8012368,False,True,False,False
write,1738554485822322321,8138051,False,True,False,False
write,1738554485830460591,8088991,False,True,False,False
write,1738554485838549869,6172190,False,True,False,False
write,1738554485844722555,7686400,False,True,False,False
write,1738554485852409189,8065839,False,True,False,False
write,1738554485860476402,7135568,False,True,False,False
write,1738554485867612210,8665974,False,True,False,False
write,1738554485876278449,7155971,False,True,False,False
write,1738554485883434783,7636070,False,True,False,False
write,1738554485891071076,8361721,False,True,False,False
write,1738554485899433088,6472039,False,True,False,False
write,1738554485905905472,8811209,False,True,False,False
write,1738554485914716852,8812360,False,True,False,False
write,1738554485923529424,9888688,False,True,False,False
write,1738554485933418404,8036236,False,True,False,False
write,1738554485941454934,6421803,False,True,False,False
write,1738554485947877059,8986440,False,True,False,False
write,1738554485956864039,8399347,False,True,False,False
write,1738554485965263717,10568640,False,True,False,False
write,1738554485975832689,8837539,False,True,False,False
write,1738554485984670538,10833092,False,True,False,False
write,1738554485995503896,6947788,False,True,False,False
write,1738554486002452015,7902872,False,True,False,False
write,1738554486010355154,7713696,False,True,False,False
write,1738554486018069507,6904143,False,True,False,False
write,1738554486024974309,8616240,False,True,False,False
write,1738554486033590847,6699406,False,True,False,False
write,1738554486040290452,8667997,False,True,False,False
write,1738554486048958760,7868859,False,True,False,False
write,1738554486056827833,8945197,False,True,False,False
write,1738554486065773489,7086239,False,True,False,False
write,1738554486072860125,6020208,False,True,False,False
write,1738554486078880602,7467631,False,True,False,False
write,1738554486086348753,7429923,False,True,False,False
write,1738554486093778987,7343221,False,True,False,False
write,1738554486101122455,6631944,False,True,False,False
write,1738554486107754988,6375795,False,True,False,False
write,1738554486114131154,7725439,False,True,False,False
write,1738554486121856935,6863245,False,True,False,False
write,1738554486128720493,7481015,False,True,False,False
write,1738554486136201876,8552924,False,True,False,False
write,1738554486144755105,6539816,False,True,False,False
write,1738554486151295281,6847799,False,True,False,False
write,1738554486158143389,7419288,False,True,False,False
write,1738554486165563360,8700238,False,True,False,False
write,1738554486174263942,8564583,False,True,False,False
write,1738554486182828905,7095713,False,True,False,False
write,1738554486189924891,8130281,False,True,False,False
write,1738554486198055440,6794938,False,True,False,False
write,1738554486204850712,6854800,False,True,False,False
write,1738554486211705715,8516468,False,True,False,False
write,1738554486220222923,6828514,False,True,False,False
write,1738554486227051691,9697284,False,True,False,False
write,1738554486236749339,8081743,False,True,False,False
write,1738554486244831392,9029564,False,True,False,False
write,1738554486253861256,9384470,False,True,False,False
write,1738554486263246125,8509626,False,True,False,False
write,1738554486271756135,8863484,False,True,False,False
write,1738554486280619995,9516611,False,True,False,False
write,1738554486290136799,7661459,False,True,False,False
write,1738554486297798727,8845668,False,True,False,False
write,1738554486306644705,7646438,False,True,False,False
write,1738554486314291659,6536487,False,True,False,False
write,1738554486320828624,8400168,False,True,False,False
write,1738554486329229050,7800747,False,True,False,False
write,1738554486337030138,10586872,False,True,False,False
write,1738554486347617540,9780634,False,True,False,False
write,1738554486357398472,9361707,False,True,False,False
write,1738554486366760479,7586078,False,True,False,False
write,1738554486374346940,10493553,False,True,False,False
write,1738554486384840803,7438142,False,True,False,False
write,1738554486392279117,7530719,False,True,False,False
write,1738554486399810078,9102992,False,True,False,False
write,1738554486408913647,10687495,False,True,False,False
write,1738554486419601374,7823239,False,True,False,False
write,1738554486427424869,8402653,False,True,False,False
write,1738554486435827891,7644033,False,True,False,False
write,1738554486443472251,7955408,False,True,False,False
write,1738554486451427888,8333194,False,True,False,False
write,1738554486459761341,6615060,False,True,False,False
write,1738554486466376613,8332904,False,True,False,False
write,1738554486474709728,10562814,False,True,False,False
write,1738554486485273291,12547884,False,True,False,False
write,1738554486497821379,6938844,False,True,False,False
write,1738554486504760652,8111782,False,True,False,False
write,1738554486512872762,7340726,False,True,False,False
write,1738554486520213772,8869487,False,True,False,False
write,1738554486529083455,6244640,False,True,False,False
write,1738554486535328443,7588707,False,True,False,False
write,1738554486542917379,7947869,False,True,False,False
write,1738554486550865460,8078458,False,True,False,False
write,1738554486558944235,8626316,False,True,False,False
write,1738554486567570833,8379111,False,True,False,False
write,1738554486575950260,8607230,False,True,False,False
write,1738554486584557657,8167875,False,True,False,False
write,1738554486592725827,9276183,False,True,False,False
write,1738554486602002225,6899931,False,True,False,False
write,1738554486608902501,9367111,False,True,False,False
write,1738554486618269848,8246067,False,True,False,False
write,1738554486626516304,8907266,False,True,False,False
write,1738554486635424354,11480773,False,True,False,False
write,1738554486646905503,8511793,False,True,False,False
write,1738554486655417786,8149476,False,True,False,False
write,1738554486663567542,8751541,False,True,False,False
write,1738554486672319378,7373353,False,True,False,False
write,1738554486679692998,6190391,False,True,False,False
write,1738554486685883837,6989909,False,True,False,False
write,1738554486692874111,8387991,False,True,False,False
write,1738554486701262397,8559674,False,True,False,False
write,1738554486709822250,6886998,False,True,False,False
write,1738554486716709564,7351107,False,True,False,False
write,1738554486724061271,8384167,False,True,False,False
write,1738554486732445720,7221960,False,True,False,False
write,1738554486739668205,7963696,False,True,False,False
write,1738554486747632239,7949017,False,True,False,False
write,1738554486755581532,8415112,False,True,False,False
write,1738554486763996919,7251586,False,True,False,False
write,1738554486771248929,7735613,False,True,False,False
write,1738554486778984714,7371807,False,True,False,False
write,1738554486786356699,7644616,False,True,False,False
write,1738554486794001675,7771941,False,True,False,False
write,1738554486801774073,8244198,False,True,False,False
write,1738554486810018549,7295745,False,True,False,False
write,1738554483808945913,14116652,False,True,False,False
write,1738554483823063193,8507635,False,True,False,False
write,1738554483831571347,7666855,False,True,False,False
write,1738554483839238809,7831721,False,True,False,False
write,1738554483847070806,7962107,False,True,False,False
write,1738554483855033482,7660255,False,True,False,False
write,1738554483862694491,7424392,False,True,False,False
write,1738554483870119222,8111984,False,True,False,False
write,1738554483878231594,6288625,False,True,False,False
write,1738554483884521418,7672219,False,True,False,False
write,1738554483892193853,9064628,False,True,False,False
write,1738554483901258855,7348186,False,True,False,False
write,1738554483908607297,7234464,False,True,False,False
write,1738554483915841978,7153996,False,True,False,False
write,1738554483922996509,9327371,False,True,False,False
write,1738554483932324229,8823689,False,True,False,False
write,1738554483941148382,6768991,False,True,False,False
write,1738554483947918098,7060846,False,True,False,False
write,1738554483954979286,7474615,False,True,False,False
write,1738554483962454288,8421293,False,True,False,False
write,1738554483970876028,10373062,False,True,False,False
write,1738554483981249386,7907471,False,True,False,False
write,1738554483989157285,7456818,False,True,False,False
write,1738554483996614448,5823306,False,True,False,False
write,1738554484002438074,8780354,False,True,False,False
write,1738554484011218784,7968446,False,True,False,False
write,1738554484019187410,6942304,False,True,False,False
write,1738554484026129894,9811175,False,True,False,False
write,1738554484035941644,8628985,False,True,False,False
write,1738554484044570931,7785765,False,True,False,False
write,1738554484052356976,8099421,False,True,False,False
write,1738554484060456593,7313518,False,True,False,False
write,1738554484067770434,8009704,False,True,False,False
write,1738554484075780696,7338909,False,True,False,False
write,1738554484083119896,9091202,False,True,False,False
write,1738554484092211418,7592132,False,True,False,False
write,1738554484099804297,10213754,False,True,False,False
write,1738554484110018475,8916337,False,True,False,False
write,1738554484118943094,9833867,False,True,False,False
write,1738554484128777538,7744029,False,True,False,False
write,1738554484136521897,9670618,False,True,False,False
write,1738554484146192899,9290648,False,True,False,False
write,1738554484155483844,6661290,False,True,False,False
write,1738554484162145454,7171099,False,True,False,False
write,1738554484169316858,7783718,False,True,False,False
write,1738554484177101003,7636141,False,True,False,False
write,1738554484184737486,7708136,False,True,False,False
write,1738554484192445941,9093741,False,True,False,False
write,1738554484201539998,7049003,False,True,False,False
write,1738554484208589220,9746558,False,True,False,False
write,1738554484218335954,6631474,False,True,False,False
write,1738554484224967815,6720576,False,True,False,False
write,1738554484231688765,6876431,False,True,False,False
write,1738554484238565509,7851974,False,True,False,False
write,1738554484246417653,10310101,False,True,False,False
write,1738554484256728057,7073898,False,True,False,False
write,1738554484263802264,8705401,False,True,False,False
write,1738554484272508025,9809743,False,True,False,False
write,1738554484282318197,8754555,False,True,False,False
write,1738554484291072961,7710873,False,True,False,False
write,1738554484298784346,9300342,False,True,False,False
write,1738554484308085032,1022923486,False,True,False,False
write,1738554485331008953,7557683,False,True,False,False
write,1738554485338566835,10171921,False,True,False,False
write,1738554485348738941,8056174,False,True,False,False
write,1738554485356796270,6257459,False,True,False,False
write,1738554485363054322,5905381,False,True,False,False
write,1738554485368960197,8389217,False,True,False,False
write,1738554485377349770,7085754,False,True,False,False
write,1738554485384435814,7711675,False,True,False,False
write,1738554485392147692,7683570,False,True,False,False
write,1738554485399831641,7400257,False,True,False,False
write,1738554485407231990,8471817,False,True,False,False
write,1738554485415704086,9713721,False,True,False,False
write,1738554485425417913,8229381,False,True,False,False
write,1738554485433647582,7033254,False,True,False,False
write,1738554485440681030,7823575,False,True,False,False
write,1738554485448504810,7099470,False,True,False,False
write,1738554485455604502,7760346,False,True,False,False
write,1738554485463365154,9209181,False,True,False,False
write,1738554485472574760,6305916,False,True,False,False
write,1738554485478881085,8211586,False,True,False,False
write,1738554485487092882,7510918,False,True,False,False
write,1738554485494603980,6967842,False,True,False,False
write,1738554485501572145,8302808,False,True,False,False
write,1738554485509875431,7088753,False,True,False,False
write,1738554485516964501,8714578,False,True,False,False
write,1738554485525679535,8237174,False,True,False,False
write,1738554485533917062,7337987,False,True,False,False
write,1738554485541255300,7058459,False,True,False,False
write,1738554485548314253,9805023,False,True,False,False
write,1738554485558119717,6604704,False,True,False,False
write,1738554485564724627,7174567,False,True,False,False
write,1738554485571899488,8069987,False,True,False,False
write,1738554485579969905,7149908,False,True,False,False
write,1738554485587120113,7908417,False,True,False,False
write,1738554485595028766,8268076,False,True,False,False
write,1738554485603297097,6765725,False,True,False,False
write,1738554485610062951,7673659,False,True,False,False
write,1738554485617736874,8735199,False,True,False,False
write,1738554485626472294,7418100,False,True,False,False
write,1738554485633890749,7773465,False,True,False,False
write,1738554485641664434,8128419,False,True,False,False
write,1738554485649793328,9045049,False,True,False,False
write,1738554485658838728,7633771,False,True,False,False
write,1738554485666472803,7781712,False,True,False,False
write,1738554485674254948,7985704,False,True,False,False
write,1738554485682240944,7565292,False,True,False,False
write,1738554485689806534,9236200,False,True,False,False
write,1738554485699043157,6924809,False,True,False,False
write,1738554485705968368,7520374,False,True,False,False
write,1738554485713489066,6876528,False,True,False,False
write,1738554485720365799,8560745,False,True,False,False
write,1738554485728926859,7774399,False,True,False,False
write,1738554485736701577,5968383,False,True,False,False
write,1738554485742670158,7120413,False,True,False,False
write,1738554485749790960,7770840,False,True,False,False
write,1738554485757561989,8593687,False,True,False,False
write,1738554485766155986,6468764,False,True,False,False
write,1738554485772625050,7738239,False,True,False,False
write,1738554485780363555,8941425,False,True,False,False
write,1738554485789305294,5927781,False,True,False,False
write,1738554485795233379,8816974,False,True,False,False
write,1738554485804050809,8671794,False,True,False,False
write,1738554485812723051,7499330,False,True,False,False
write,1738554485820222680,7332129,False,True,False,False
write,1738554485827555037,6474898,False,True,False,False
write,1738554485834030264,7116049,False,True,False,False
write,1738554485841146507,7562219,False,True,False,False
write,1738554485848710288,8404067,False,True,False,False
write,1738554485857114708,7100452,False,True,False,False
write,1738554485864215676,9141021,False,True,False,False
write,1738554485873357084,6272445,False,True,False,False
write,1738554485879629835,8968958,False,True,False,False
write,1738554485888599301,7855210,False,True,False,False
write,1738554485896454747,7398823,False,True,False,False
write,1738554485903854017,7850802,False,True,False,False
write,1738554485911705147,8619837,False,True,False,False
write,1738554485920325181,7877112,False,True,False,False
write,1738554485928202644,8011840,False,True,False,False
write,1738554485936215002,8969249,False,True,False,False
write,1738554485945184674,6827175,False,True,False,False
write,1738554485952012064,11008568,False,True,False,False
write,1738554485963021016,8762462,False,True,False,False
write,1738554485971783841,8172997,False,True,False,False
write,1738554485979957049,8290180,False,True,False,False
write,1738554485988247441,7449912,False,True,False,False
write,1738554485995697563,6701284,False,True,False,False
write,1738554486002399229,7914124,False,True,False,False
write,1738554486010313691,7736672,False,True,False,False
write,1738554486018050738,6944133,False,True,False,False
write,1738554486024995091,8749361,False,True,False,False
write,1738554486033744775,6633202,False,True,False,False
write,1738554486040378481,8425381,False,True,False,False
write,1738554486048804282,8054071,False,True,False,False
write,1738554486056858651,9551639,False,True,False,False
write,1738554486066410580,7855286,False,True,False,False
write,1738554486074266157,8127392,False,True,False,False
write,1738554486082393838,8011924,False,True,False,False
write,1738554486090405965,6795186,False,True,False,False
write,1738554486097201562,7486533,False,True,False,False
write,1738554486104688305,7563631,False,True,False,False
write,1738554486112252119,8125139,False,True,False,False
write,1738554486120377833,8420567,False,True,False,False
write,1738554486128798839,7307374,False,True,False,False
write,1738554486136106747,6976039,False,True,False,False
write,1738554486143083178,8201289,False,True,False,False
write,1738554486151284750,6950683,False,True,False,False
write,1738554486158235764,8938621,False,True,False,False
write,1738554486167174726,6371996,False,True,False,False
write,1738554486173547018,7591875,False,True,False,False
write,1738554486181139231,8377687,False,True,False,False
write,1738554486189517251,8469566,False,True,False,False
write,1738554486197987110,6613376,False,True,False,False
write,1738554486204600772,6919833,False,True,False,False
write,1738554486211520923,7673755,False,True,False,False
write,1738554486219195398,7649992,False,True,False,False
write,1738554486226845724,9951432,False,True,False,False
write,1738554486236797334,7986433,False,True,False,False
write,1738554486244784274,9074367,False,True,False,False
write,1738554486253858833,9956612,False,True,False,False
write,1738554486263815938,7973347,False,True,False,False
write,1738554486271789745,8883266,False,True,False,False
write,1738554486280673326,9519681,False,True,False,False
write,1738554486290193272,7569487,False,True,False,False
write,1738554486297763082,8336064,False,True,False,False
write,1738554486306099407,7499103,False,True,False,False
write,1738554486313598834,7248986,False,True,False,False
write,1738554486320848011,8601837,False,True,False,False
write,1738554486329450046,7547638,False,True,False,False
write,1738554486336997989,8325161,False,True,False,False
write,1738554486345323462,7976896,False,True,False,False
write,1738554486353300600,7774623,False,True,False,False
write,1738554486361075430,9215563,False,True,False,False
write,1738554486370291307,8657427,False,True,False,False
write,1738554486378948965,5843737,False,True,False,False
write,1738554486384793114,7473951,False,True,False,False
write,1738554486392267309,7015479,False,True,False,False
write,1738554486399282995,9807965,False,True,False,False
write,1738554486409091263,10333577,False,True,False,False
write,1738554486419425047,7866984,False,True,False,False
write,1738554486427292418,8408177,False,True,False,False
write,1738554486435700841,7573856,False,True,False,False
write,1738554486443274907,8136792,False,True,False,False
write,1738554486451411997,8260191,False,True,False,False
write,1738554486459672486,6658807,False,True,False,False
write,1738554486466331536,8471841,False,True,False,False
write,1738554486474803776,10546391,False,True,False,False
write,1738554486485350617,7079036,False,True,False,False
write,1738554486492429908,9201993,False,True,False,False
write,1738554486501632215,7063031,False,True,False,False
write,1738554486508695534,8330980,False,True,False,False
write,1738554486517026723,7263314,False,True,False,False
write,1738554486524290834,7476551,False,True,False,False
write,1738554486531767575,7279928,False,True,False,False
write,1738554486539047799,8825935,False,True,False,False
write,1738554486547873900,7571739,False,True,False,False
write,1738554486555445833,8400271,False,True,False,False
write,1738554486563846433,7861501,False,True,False,False
write,1738554486571708421,8981822,False,True,False,False
write,1738554486580690490,8839143,False,True,False,False
write,1738554486589529798,9412571,False,True,False,False
write,1738554486598942682,7473215,False,True,False,False
write,1738554486606416072,6185787,False,True,False,False
write,1738554486612602160,9939127,False,True,False,False
write,1738554486622541652,10291504,False,True,False,False
write,1738554486632833432,9890324,False,True,False,False
write,1738554486642723916,8243860,False,True,False,False
write,1738554486650968096,8877542,False,True,False,False
write,1738554486659845992,8798891,False,True,False,False
write,1738554486668645351,7466910,False,True,False,False
write,1738554486676112601,8109766,False,True,False,False
write,1738554486684222733,8764787,False,True,False,False
write,1738554486692987813,9467605,False,True,False,False
write,1738554486702456579,7279442,False,True,False,False
write,1738554486709736240,7184679,False,True,False,False
write,1738554486716921175,10306858,False,True,False,False
write,1738554486727228523,7585083,False,True,False,False
write,1738554486734813828,8299470,False,True,False,False
write,1738554486743113644,7686750,False,True,False,False
write,1738554486750800903,9774831,False,True,False,False
write,1738554486760575917,6943831,False,True,False,False
write,1738554486767520170,8582661,False,True,False,False
write,1738554486776103131,6794446,False,True,False,False
write,1738554486782897914,8295570,False,True,False,False
write,1738554486791193844,6860484,False,True,False,False
write,1738554486798054653,8583519,False,True,False,False
write,1738554486806638494,8134838,False,True,False,False
write,1738554483809517485,17685110,False,True,False,False
write,1738554483827202902,8555030,False,True,False,False
write,1738554483835758317,8883175,False,True,False,False
write,1738554483844641912,6690281,False,True,False,False
write,1738554483851332387,7554406,False,True,False,False
write,1738554483858887132,7443107,False,True,False,False
write,1738554483866330398,7549515,False,True,False,False
write,1738554483873880241,7219896,False,True,False,False
write,1738554483881100636,7487322,False,True,False,False
write,1738554483888589006,7444944,False,True,False,False
write,1738554483896034357,8465048,False,True,False,False
write,1738554483904499592,7992056,False,True,False,False
write,1738554483912491880,7981914,False,True,False,False
write,1738554483920474082,7523778,False,True,False,False
write,1738554483927998350,8336361,False,True,False,False
write,1738554483936335033,7584173,False,True,False,False
write,1738554483943919399,6693056,False,True,False,False
write,1738554483950613129,8340272,False,True,False,False
write,1738554483958953600,6772751,False,True,False,False
write,1738554483965726663,9464248,False,True,False,False
write,1738554483975191134,8075901,False,True,False,False
write,1738554483983267552,14212901,False,True,False,False
write,1738554483997480808,7674080,False,True,False,False
write,1738554484005155337,9683545,False,True,False,False
write,1738554484014839443,7298791,False,True,False,False
write,1738554484022138797,10014744,False,True,False,False
write,1738554484032153818,7677686,False,True,False,False
write,1738554484039831787,9067691,False,True,False,False
write,1738554484048899931,7977381,False,True,False,False
write,1738554484056877598,7305835,False,True,False,False
write,1738554484064183696,7026329,False,True,False,False
write,1738554484071210376,8109464,False,True,False,False
write,1738554484079320225,7467474,False,True,False,False
write,1738554484086788140,8620908,False,True,False,False
write,1738554484095409261,8754225,False,True,False,False
write,1738554484104163788,8985082,False,True,False,False
write,1738554484113149231,9785303,False,True,False,False
write,1738554484122934825,7989871,False,True,False,False
write,1738554484130924984,8974646,False,True,False,False
write,1738554484139899919,9730198,False,True,False,False
write,1738554484149630403,8600569,False,True,False,False
write,1738554484158231336,7792867,False,True,False,False
write,1738554484166024570,7839786,False,True,False,False
write,1738554484173870906,7925710,False,True,False,False
write,1738554484181796842,9462010,False,True,False,False
write,1738554484191259177,8320047,False,True,False,False
write,1738554484199579799,6860575,False,True,False,False
write,1738554484206440837,8388549,False,True,False,False
write,1738554484214829689,6583575,False,True,False,False
write,1738554484221413557,7076912,False,True,False,False
write,1738554484228490903,8388496,False,True,False,False
write,1738554484236879721,8151082,False,True,False,False
write,1738554484245031141,8326763,False,True,False,False
write,1738554484253358490,7061447,False,True,False,False
write,1738554484260420231,8644744,False,True,False,False
write,1738554484269065311,8036567,False,True,False,False
write,1738554484277102183,7932454,False,True,False,False
write,1738554484285034953,8938269,False,True,False,False
write,1738554484293973503,8779916,False,True,False,False
write,1738554484302753747,1023385218,False,True,False,False
write,1738554485326139826,9291282,False,True,False,False
write,1738554485335431679,9823217,False,True,False,False
write,1738554485345255172,7569027,False,True,False,False
write,1738554485352824705,7428344,False,True,False,False
write,1738554485360253415,6186328,False,True,False,False
write,1738554485366440846,7575383,False,True,False,False
write,1738554485374016529,9479698,False,True,False,False
write,1738554485383496523,8593504,False,True,False,False
write,1738554485392090309,7311266,False,True,False,False
write,1738554485399402159,7838466,False,True,False,False
write,1738554485407240825,8393527,False,True,False,False
write,1738554485415634766,9738734,False,True,False,False
write,1738554485425373844,7505236,False,True,False,False
write,1738554485432879319,7801765,False,True,False,False
write,1738554485440681400,7769474,False,True,False,False
write,1738554485448451212,7030306,False,True,False,False
write,1738554485455481798,7895239,False,True,False,False
write,1738554485463377420,8815686,False,True,False,False
write,1738554485472193587,6673806,False,True,False,False
write,1738554485478867680,7953549,False,True,False,False
write,1738554485486821640,7752724,False,True,False,False
write,1738554485494574897,7292616,False,True,False,False
write,1738554485501867811,7994075,False,True,False,False
write,1738554485509862193,7979843,False,True,False,False
write,1738554485517842255,9252512,False,True,False,False
write,1738554485527095238,6534790,False,True,False,False
write,1738554485533630792,7072133,False,True,False,False
write,1738554485540703164,7618713,False,True,False,False
write,1738554485548322171,7467427,False,True,False,False
write,1738554485555789897,8685441,False,True,False,False
write,1738554485564475638,7148999,False,True,False,False
write,1738554485571625035,8067290,False,True,False,False
write,1738554485579692690,7551867,False,True,False,False
write,1738554485587245104,7817145,False,True,False,False
write,1738554485595062667,8249185,False,True,False,False
write,1738554485603312162,6731311,False,True,False,False
write,1738554485610043887,7669104,False,True,False,False
write,1738554485617713207,8187359,False,True,False,False
write,1738554485625900724,8265645,False,True,False,False
write,1738554485634166621,7616960,False,True,False,False
write,1738554485641784189,8047251,False,True,False,False
write,1738554485649831706,8871751,False,True,False,False
write,1738554485658703885,7682241,False,True,False,False
write,1738554485666386475,8371020,False,True,False,False
write,1738554485674758021,8425259,False,True,False,False
write,1738554485683183480,6629913,False,True,False,False
write,1738554485689813569,7580180,False,True,False,False
write,1738554485697393918,7523538,False,True,False,False
write,1738554485704917740,7213064,False,True,False,False
write,1738554485712131114,7967190,False,True,False,False
write,1738554485720098636,6921311,False,True,False,False
write,1738554485727020214,8436181,False,True,False,False
write,1738554485735456968,7588543,False,True,False,False
write,1738554485743045811,7023475,False,True,False,False
write,1738554485750069782,7505793,False,True,False,False
write,1738554485757575912,9185033,False,True,False,False
write,1738554485766761281,5885847,False,True,False,False
write,1738554485772647349,7535858,False,True,False,False
write,1738554485780183574,7295300,False,True,False,False
write,1738554485787479263,7777753,False,True,False,False
write,1738554485795257328,8745249,False,True,False,False
write,1738554485804002856,7062186,False,True,False,False
write,1738554485811065555,7979848,False,True,False,False
write,1738554485819045924,6884327,False,True,False,False
write,1738554485825930638,8073247,False,True,False,False
write,1738554485834004224,7200125,False,True,False,False
write,1738554485841204619,7605284,False,True,False,False
write,1738554485848810178,8150912,False,True,False,False
